	I_D	TSEVENT_ID	YEAR	MONTH	DAY	DOUBTFUL	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DISTANCE_FROM_SOURCE	TRAVEL_TIME_HOURS	TRAVEL_TIME_MINUTES	WATER_HT	HORIZONTAL_INUNDATION	TYPE_MEASUREMENT_ID	PERIOD	FIRST_MOTION	DEATHS	DEATHS_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	COORDS
4702	12152	1747.0	1941.0	11.0	18.0		JAPAN	MIYAZAKI	MIMITSU	32.333	131.61700000000002	85.0	59.0			1.0		1.0													(32.332999999999998, 131.61700000000002)
4703	12147	1747.0	1941.0	11.0	18.0		JAPAN	EHIME	UWAJIMA	33.233000000000004	132.55	85.0	143.0			0.13		2.0													(33.233000000000004, 132.55000000000001)
4704	12154	1747.0	1941.0	11.0	18.0		JAPAN	OITA	SAEKIKO	32.967	131.9	85.0	109.0			0.05		2.0													(32.966999999999999, 131.90000000000001)
4705	12151	1747.0	1941.0	11.0	18.0		JAPAN	MIYAZAKI	HOSOSHIMA	32.433	131.667	85.0	63.0			1.0		2.0													(32.433, 131.667)
4706	10490	1747.0	1941.0	11.0	18.0		JAPAN	MIYAZAKI	ABURATSU	31.583000000000002	131.417	85.0	80.0	0.0	30.0	1.0		1.0													(31.583000000000002, 131.417)
4707	12155	1747.0	1941.0	11.0	18.0		JAPAN	OITA	TSUKUMI	33.083	131.86700000000002	85.0	122.0			0.2		2.0													(33.082999999999998, 131.86700000000002)
4708	12156	1747.0	1941.0	11.0	18.0		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85.0	381.0	0.0	50.0	0.2		2.0													(33.466999999999999, 135.78299999999999)
4709	12150	1747.0	1941.0	11.0	18.0		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85.0	118.0	0.0	21.0	0.62		2.0													(32.779200000000003, 132.9589)
4710	12149	1747.0	1941.0	11.0	18.0		JAPAN	KOCHI	SUKUMO	32.933	132.733	85.0	120.0			0.6		1.0													(32.933, 132.733)
4711	12148	1747.0	1941.0	11.0	18.0		JAPAN	KOCHI	MUROTOMISAKI	33.266999999999996	134.167	85.0	239.0			0.55		2.0													(33.266999999999996, 134.167)
4712	25673	3724.0	1941.0	11.0	25.0		UK		NEWLYN, CORNWALL, ENGLAND	50.1	-5.5536	73.0	1770.0			0.1		2.0													(50.100000000000001, -5.5536000000000003)
4713	2503	1748.0	1941.0	12.0	5.0		COSTA RICA		PUNTARENAS	9.967	-84.833	88.0	228.0	0.0	58.0	0.23		2.0													(9.9670000000000005, -84.832999999999998)
4714	2504	1749.0	1941.0	12.0	6.0		COSTA RICA		PUNTARENAS	9.967	-84.833	88.0	187.0	1.0	5.0	0.1		2.0													(9.9670000000000005, -84.832999999999998)
4715	28177	1750.0	1942.0	5.0	22.0	?	COLOMBIA		GORGONA	2.97	-78.18	89.0	447.0					1.0													(2.9700000000000002, -78.180000000000007)
4716	2507	1751.0	1942.0	8.0	24.0		PERU		MATARANI	-17.0009	-72.1088	89.0	472.0	0.0	39.0	0.5		2.0	21.0												(-17.000900000000001, -72.108800000000002)
4717	2505	1751.0	1942.0	8.0	24.0		PERU		CALLAO LA PUNTA	-12.069	-77.1668	89.0	350.0	1.0	39.0	1.6		2.0	30.0												(-12.069000000000001, -77.166799999999995)
4718	2506	1751.0	1942.0	8.0	24.0		PERU		LOMAS	-15.568	-74.851	89.0	139.0			2.0								1.0		1.0				1.0	(-15.568, -74.850999999999999)
4719	12158	1752.0	1943.0	4.0	6.0		JAPAN	NAGASAKI	NAGASAKI	32.733000000000004	129.86700000000002	85.0	17944.0			0.15		2.0													(32.733000000000004, 129.86700000000002)
4720	12160	1752.0	1943.0	4.0	6.0		JAPAN	WAKAYAMA	URAGAMI	33.55	135.9	85.0	17383.0			0.05		2.0													(33.549999999999997, 135.90000000000001)
4721	2510	1752.0	1943.0	4.0	6.0		USA	CA	SAN DIEGO, CA	32.715	-117.17399999999999	88.0	8509.0			0.02		2.0													(32.715000000000003, -117.17399999999999)
4722	12157	1752.0	1943.0	4.0	6.0		JAPAN	HOKKAIDO	HANASAKI	43.2781	145.5678	85.0	16442.0			0.05		2.0													(43.278100000000002, 145.56780000000001)
4723	2508	1752.0	1943.0	4.0	6.0		USA	CA	CRESCENT CITY, CA	41.7456	-124.184	88.0	9674.0			0.1		2.0													(41.745600000000003, -124.184)
4724	2509	1752.0	1943.0	4.0	6.0		USA	CA	SAN FRANCISCO, CA	37.806999999999995	-122.465	88.0	9252.0			0.03		2.0													(37.806999999999995, -122.465)
4725	28157	1752.0	1943.0	4.0	6.0		JAPAN	WAKAYAMA	SHIMOSATO	33.5823	135.922	85.0	17381.0			0.1		2.0													(33.582299999999996, 135.922)
4726	2511	1752.0	1943.0	4.0	6.0		USA	CA	TERMINAL ISLAND (LOS ANGELES), CA	33.75	-118.25	88.0	8662.0			0.02		2.0													(33.75, -118.25)
4727	2513	1752.0	1943.0	4.0	6.0		CHILE	CHOAPA	LOS VILOS	-31.909000000000002	-71.51	89.0	137.0					1.0								1.0					(-31.909000000000002, -71.510000000000005)
4728	2515	1752.0	1943.0	4.0	6.0		CHILE	VALPARAISO	VALPARAISO	-33.033	-71.633	89.0	256.0	0.0	22.0	0.4		2.0	40.0												(-33.033000000000001, -71.632999999999996)
4729	2516	1752.0	1943.0	4.0	6.0		USA	HI	HONOLULU, OAHU, HI	21.3067	-157.86700000000002	80.0	10829.0	15.0	30.0	0.01		2.0	20.0												(21.306699999999999, -157.86700000000002)
4730	12159	1752.0	1943.0	4.0	6.0		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85.0	17394.0	23.0	25.0	0.13		2.0													(33.466999999999999, 135.78299999999999)
4731	12161	1753.0	1943.0	6.0	13.0		JAPAN	AOMORI	HACHINOHE	40.533	141.533	85.0	166.0			0.3		2.0													(40.533000000000001, 141.53299999999999)
4732	2522	1754.0	1944.0	4.0	9.0		USA	WA	F.D. ROOSEVELT LAKE, WA	47.95	-118.97	88.0				9.14		7.0													(47.950000000000003, -118.97)
4733	25864	4227.0	1944.0	8.0	20.0		ITALY		PUNTA LENA	38.773	15.2112	50.0	2.0				300.0	1.0								1.0			1.0	1.0	(38.773000000000003, 15.2112)
4734	6989	2459.0	1944.0	9.0	14.0	M	USA	NJ	NEW JERSEY COAST	38.933	-74.9	75.0	0.0					1.0													(38.933, -74.900000000000006)
4735	2528	1756.0	1944.0	12.0	7.0		USA	CA	SAN FRANCISCO, CA	37.806999999999995	-122.465	88.0	8570.0			0.02		2.0													(37.806999999999995, -122.465)
4736	2529	1756.0	1944.0	12.0	7.0		USA	CA	SANTA MONICA, CA	34.008	-118.5	88.0	9103.0			0.07		2.0													(34.008000000000003, -118.5)
4737	2530	1756.0	1944.0	12.0	7.0		USA	CA	TERMINAL ISLAND (LOS ANGELES), CA	33.75	-118.25	88.0	9139.0			0.02		2.0	16.0												(33.75, -118.25)
4738	2531	1756.0	1944.0	12.0	7.0		USA	HI	HONOLULU, OAHU, HI	21.3067	-157.86700000000002	80.0	6456.0	8.0	30.0	0.1		2.0	21.0												(21.306699999999999, -157.86700000000002)
4739	2532	1756.0	1944.0	12.0	7.0		JAPAN	MIE	ARASAKA			85.0				7.1		1.0													(nan, nan)
4740	2533	1756.0	1944.0	12.0	7.0		JAPAN	MIE	ARASHIKA			85.0				8.4		1.0													(nan, nan)
4741	2549	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HAMA	33.82	136.05	85.0	99.0			4.0		1.0													(33.82, 136.05000000000001)
4742	2550	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	HAMANOMIYA	33.6	135.9	85.0	120.0					1.0				1.0									(33.600000000000001, 135.90000000000001)
4743	2551	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	HAMASAKI (SUSAKI)	33.47	135.78	85.0	136.0			2.0		1.0													(33.469999999999999, 135.78)
4744	2552	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HIKI	34.1	136.233	85.0	81.0			1.0		1.0													(34.100000000000001, 136.233)
4745	2554	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HOMOTO			85.0				5.0		1.0													(nan, nan)
4746	2555	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KAGAMI'URA			85.0				2.0		1.0													(nan, nan)
4747	2556	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KAINO	34.18	136.32	85.0	75.0			4.6		1.0													(34.18, 136.31999999999999)
4748	2557	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KAJIGA	33.73	136.02	85.0	104.0			4.9		1.0													(33.729999999999997, 136.02000000000001)
4749	2558	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KONZA			85.0				3.4		1.0													(nan, nan)
4750	2559	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KATADA	34.25	136.85	85.0	36.0			3.0		1.0													(34.25, 136.84999999999999)
4751	2560	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KATSURAGI	34.25	135.5	85.0	150.0			4.0		1.0													(34.25, 135.5)
4752	2566	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KOWA	34.25	136.467	85.0	65.0			6.0															(34.25, 136.46700000000001)
4753	11337	1756.0	1944.0	12.0	7.0		CANADA	BC	TOFINO (CLAYOQUOT),BRITISH COLUMBIA	49.153	-125.913	88.0	7684.0	11.0	23.0	0.06		2.0	14.0	R											(49.152999999999999, -125.913)
4754	12202	1756.0	1944.0	12.0	7.0		JAPAN	MIE	TSU	34.7	136.533	85.0	94.0			1.0		1.0													(34.700000000000003, 136.53299999999999)
4755	12204	1756.0	1944.0	12.0	7.0		JAPAN	MIE	YUKI	33.933	136.167	85.0	86.0			5.5		1.0													(33.933, 136.167)
4756	28427	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	MIKONOHAMA	33.725	135.386	85.0	161.0					1.0													(33.725000000000001, 135.386)
4757	28426	1756.0	1944.0	12.0	7.0		JAPAN	KAGOSHIMA	MESHIMA ISLAND	30.79	130.32	85.0	730.0					1.0													(30.789999999999999, 130.31999999999999)
4758	7632	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SHINJO	34.483000000000004	135.717	85.0	138.0	0.0	20.0	1.0		1.0													(34.483000000000004, 135.71700000000001)
4759	2619	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	SURUGA	34.83	138.58	85.0	164.0			2.0		1.0													(34.829999999999998, 138.58000000000001)
4760	2637	1756.0	1944.0	12.0	7.0		SAMOA		APIA, UPOLU ISLAND	-13.8268	-171.7613	81.0	7585.0			0.03		2.0	20.0												(-13.8268, -171.76130000000001)
4761	27766	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HIKIMOTO	34.1	136.233	85.0	81.0			3.0		1.0													(34.100000000000001, 136.233)
4762	27767	1756.0	1944.0	12.0	7.0		JAPAN	MIE	SUNO	33.95	136.22	85.0	81.0			4.5		1.0													(33.950000000000003, 136.22)
4763	12221	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	NACHI	33.633	135.933	85.0	115.0			3.8		1.0			40.0	1.0				2.0				2.0	(33.633000000000003, 135.93299999999999)
4764	16471	1756.0	1944.0	12.0	7.0		JAPAN		KII PENINSULA			85.0				5.0		1.0		F											(nan, nan)
4765	16472	1756.0	1944.0	12.0	7.0		JAPAN		HACHIMAN			85.0				2.5		1.0													(nan, nan)
4766	16474	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	IZU PENINSULA, HONSHU	34.8	139.0	85.0	196.0					1.0													(34.799999999999997, 139.0)
4767	16475	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	KATANOHARA	34.8	137.183	85.0	89.0			0.5		1.0													(34.799999999999997, 137.18299999999999)
4768	12214	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	SHIMODASHIDAIKU	34.667	138.95	85.0	185.0			1.6		1.0													(34.667000000000002, 138.94999999999999)
4769	12215	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	SHIMODASHISUZAKI	34.667	138.95	85.0	185.0	0.0	30.0	2.1		1.0		F											(34.667000000000002, 138.94999999999999)
4770	12219	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	KUSHIMOTO	33.467	135.783	85.0	135.0	0.0	7.0	2.0		2.0													(33.466999999999999, 135.78299999999999)
4771	2579	1756.0	1944.0	12.0	7.0		JAPAN	MIE	MINAMIWAUCHI			85.0				5.5		1.0													(nan, nan)
4772	2580	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KIMOTO			85.0				3.0		1.0													(nan, nan)
4773	2581	1756.0	1944.0	12.0	7.0		JAPAN	MMIE	MORI'URA			85.0				5.0		1.0													(nan, nan)
4774	2582	1756.0	1944.0	12.0	7.0		JAPAN	MIE	MORIMATSU			85.0				4.0		1.0													(nan, nan)
4775	2584	1756.0	1944.0	12.0	7.0		JAPAN	MIE	MUKAI	34.07	136.23	85.0	81.0			4.0		1.0													(34.07, 136.22999999999999)
4776	2586	1756.0	1944.0	12.0	7.0		JAPAN	MIE	MOTOYUKINO	34.03	136.23	85.0	80.0			4.0		1.0													(34.030000000000001, 136.22999999999999)
4777	2590	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	NACHI KATSU'URA	33.5	135.917	85.0	123.0			2.4		1.0													(33.5, 135.917)
4778	2591	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NAGAOKA	35.03	138.94	85.0	204.0			2.0		1.0													(35.030000000000001, 138.94)
4779	2595	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NAKAJIMA	33.97	132.63	85.0	412.0			3.5		1.0													(33.969999999999999, 132.63)
4780	2596	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NAKIRI	34.27	136.9	85.0	35.0			3.5		1.0													(34.270000000000003, 136.90000000000001)
4781	2598	1756.0	1944.0	12.0	7.0		JAPAN	OKINAWA	NAKURA	24.38	124.15	85.0	1648.0			6.0		1.0													(24.379999999999999, 124.15000000000001)
4782	2599	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NANBARI			85.0				3.5		1.0													(nan, nan)
4783	2600	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NANJI			85.0				4.5		1.0													(nan, nan)
4784	2601	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NARIKAWA			85.0				2.0		1.0													(nan, nan)
4785	2602	1756.0	1944.0	12.0	7.0		JAPAN	MIE	NIKISHIMA	33.93	136.183	85.0	85.0			6.0		1.0													(33.93, 136.18299999999999)
4786	2604	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	NISHIMUKAI	33.52	135.82	85.0	130.0			1.9		1.0													(33.520000000000003, 135.81999999999999)
4787	2606	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	OKARACHI			85.0				3.0		1.0													(nan, nan)
4788	2620	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	TAHARA	34.66	137.27	85.0	75.0			2.5															(34.659999999999997, 137.27000000000001)
4789	2622	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	TEMMA	33.633	135.933	85.0	115.0			5.0	200.0	1.0				1.0				1.0		3.0		3.0	(33.633000000000003, 135.93299999999999)
4790	2623	1756.0	1944.0	12.0	7.0		JAPAN	MIE	TENMAURA	34.07	136.2	85.0	83.0			6.5		1.0													(34.07, 136.19999999999999)
4791	2626	1756.0	1944.0	12.0	7.0		JAPAN	MIE	UDONO	33.73	136.02	85.0	104.0			3.5		1.0													(33.729999999999997, 136.02000000000001)
4792	2627	1756.0	1944.0	12.0	7.0		JAPAN	MIE	UGATA	34.32	136.83	85.0	43.0			2.0		1.0													(34.32, 136.83000000000001)
4793	2629	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	URAKAMI	33.567	135.9	85.0	121.0			6.2		1.0								1.0					(33.567, 135.90000000000001)
4794	2630	1756.0	1944.0	12.0	7.0		JAPAN	MIE	WAGU	34.25	136.8	85.0	39.0			5.5		1.0													(34.25, 136.80000000000001)
4795	2632	1756.0	1944.0	12.0	7.0		JAPAN	MIE	YANOGUCHI	34.13	136.27	85.0	78.0			7.5		1.0													(34.130000000000003, 136.27000000000001)
4796	2636	1756.0	1944.0	12.0	7.0		JAPAN	MIE	YUKINO	34.07	136.23	85.0	81.0			4.0		1.0													(34.07, 136.22999999999999)
4797	2609	1756.0	1944.0	12.0	7.0		JAPAN	IZU-OSHIMA, TOKYO	OSHIMA	34.7	139.4	85.0	225.0			2.0		1.0													(34.700000000000003, 139.40000000000001)
4798	2612	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SHIMIZU	35.02	138.483	85.0	170.0	0.0	20.0	1.1		1.0		F											(35.020000000000003, 138.483)
4799	2614	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SHIMOSATO	35.3	139.65	85.0	274.0			2.5		1.0													(35.299999999999997, 139.65000000000001)
4800	2617	1756.0	1944.0	12.0	7.0		JAPAN	MIE	SUGARI	34.1	136.27	85.0	77.0			5.0		1.0													(34.100000000000001, 136.27000000000001)
4801	2618	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	GOBO	33.85	136.167	85.0	88.0			0.5		2.0													(33.850000000000001, 136.167)
4802	2568	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	KOZA	33.516999999999996	127.78	85.0	863.0			3.5		1.0													(33.516999999999996, 127.78)
4803	2570	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SHIMOTSU			85.0				0.5		2.0													(nan, nan)
4804	2571	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KUMANONADA COAST	33.7	136.5	85.0	65.0			10.0		1.0													(33.700000000000003, 136.5)
4805	2573	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	MAISAKA	34.68	137.62	85.0	89.0			0.8		1.0													(34.68, 137.62)
4806	2575	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	MATSUBARA	33.88	136.1	85.0	93.0			7.0		1.0													(33.880000000000003, 136.09999999999999)
4807	2576	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	MATSUZAKI CITY	34.733000000000004	138.75	85.0	172.0	0.0	10.0	1.5		1.0													(34.733000000000004, 138.75)
4808	2577	1756.0	1944.0	12.0	7.0		JAPAN	MIE	MIKIURA	33.98	136.23	85.0	80.0			5.0		1.0													(33.979999999999997, 136.22999999999999)
4809	2534	1756.0	1944.0	12.0	7.0		JAPAN	MIE	ARATA			85.0				5.0		1.0													(nan, nan)
4810	2535	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	ASARAGI (TOMITA)	33.6	135.4	85.0	163.0			4.5		1.0													(33.600000000000001, 135.40000000000001)
4811	2537	1756.0	1944.0	12.0	7.0		JAPAN	MIE	ATAWA	33.8	136.03	85.0	101.0			4.0		1.0													(33.799999999999997, 136.03)
4812	2538	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	CAPE OMAE	34.61	138.24	85.0	125.0			2.0		1.0													(34.609999999999999, 138.24000000000001)
4813	2539	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	ENSHUNADA SEA	34.68	137.5	85.0	84.0			2.0															(34.68, 137.5)
4814	2540	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	ESUMI			85.0				2.5		1.0													(nan, nan)
4815	2541	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	FUKURO	34.73	137.88	85.0	108.0			6.2		1.0													(34.729999999999997, 137.88)
4816	2542	1756.0	1944.0	12.0	7.0		JAPAN	MIE	FUNAKOSHI	34.27	136.87	85.0	37.0			3.5		1.0													(34.270000000000003, 136.87)
4817	2544	1756.0	1944.0	12.0	7.0		JAPAN	MIE	FUSEDA	34.25	136.83	85.0	37.0			2.2		1.0													(34.25, 136.83000000000001)
4818	2545	1756.0	1944.0	12.0	7.0		JAPAN	MIE	GATA	31.42	130.2	85.0	706.0			7.9		1.0													(31.420000000000002, 130.19999999999999)
4819	2546	1756.0	1944.0	12.0	7.0		JAPAN	MIE	GOKASYO'URA			85.0				3.0		1.0													(nan, nan)
4820	2547	1756.0	1944.0	12.0	7.0		JAPAN	MIE	GOZA	24.3	123.82	85.0	1679.0			2.5		1.0													(24.300000000000001, 123.81999999999999)
4821	2548	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HAYATA	34.0	136.25	85.0	78.0			4.0		1.0													(34.0, 136.25)
4822	2523	1756.0	1944.0	12.0	7.0		USA	AK	ATTU, MASSACRE BAY, AK	52.83	173.2	87.0	3532.0	5.0	24.0	0.28		2.0	10.0	F											(52.829999999999998, 173.19999999999999)
4823	2524	1756.0	1944.0	12.0	7.0		USA	AK	ADAK, SWEEPER COVE, AK	51.863	-176.632	87.0	4167.0	6.0	24.0	0.1		2.0	12.0												(51.863, -176.63200000000001)
4824	2525	1756.0	1944.0	12.0	7.0		USA	CA	LA JOLLA, CA	32.867	-117.257	88.0	9271.0			0.1		2.0													(32.866999999999997, -117.25700000000001)
4825	2526	1756.0	1944.0	12.0	7.0		USA	CA	PORT HUENEME, CA	34.15	-119.18	88.0	9043.0			0.11		2.0													(34.149999999999999, -119.18000000000001)
4826	2527	1756.0	1944.0	12.0	7.0		USA	CA	SAN DIEGO, CA	32.715	-117.17399999999999	88.0	9288.0	13.0	54.0	0.04		2.0	14.0												(32.715000000000003, -117.17399999999999)
4827	12205	1756.0	1944.0	12.0	7.0		JAPAN	OSAKA	OSAKA	34.667	135.433	85.0	170.0	0.0	54.0	0.25		2.0													(34.667000000000002, 135.43299999999999)
4828	12213	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	SAGARA	34.683	138.2	85.0	126.0			2.0		1.0													(34.683, 138.19999999999999)
4829	12216	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	SUZAKI	34.65	138.967	85.0	186.0			1.0		1.0													(34.649999999999999, 138.96700000000001)
4830	12217	1756.0	1944.0	12.0	7.0		JAPAN	SHIZUOKA	UCHIURA	35.016999999999996	138.88299999999998	85.0	199.0			1.1		2.0													(35.016999999999996, 138.88299999999998)
4831	12218	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	KATSUURA (NACHI-KATSUURACHO)	33.617	135.95	85.0	114.0			4.0		1.0													(33.616999999999997, 135.94999999999999)
4832	12220	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	MIWASAKI	33.683	135.983	85.0	109.0			2.4		1.0													(33.683, 135.983)
4833	12222	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SANO	33.683	135.983	85.0	109.0			2.4		1.0													(33.683, 135.983)
4834	12223	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SHIMOZU	34.1	135.083	85.0	186.0			0.5		2.0													(34.100000000000001, 135.083)
4835	12224	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	SHINGU	33.717	136.0	85.0	106.0			2.0		1.0													(33.716999999999999, 136.0)
4836	12225	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	TAIJI	33.583	135.95	85.0	116.0			5.0		1.0													(33.582999999999998, 135.94999999999999)
4837	12226	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	TANABE	33.733000000000004	135.36700000000002	85.0	163.0			1.0		1.0													(33.733000000000004, 135.36700000000002)
4838	12227	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	TENMA	33.633	135.933	85.0	115.0			5.0		1.0													(33.633000000000003, 135.93299999999999)
4839	12228	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	UKUI	33.65	135.983	85.0	110.0			3.0		1.0													(33.649999999999999, 135.983)
4840	12229	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	URAGAMI	33.55	135.9	85.0	122.0			4.1		1.0													(33.549999999999997, 135.90000000000001)
4841	12230	1756.0	1944.0	12.0	7.0		JAPAN	WAKAYAMA	YUKAWA	33.617	135.933	85.0	116.0			2.4		1.0													(33.616999999999997, 135.93299999999999)
4842	12162	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	FUKUE	34.633	137.1	85.0	70.0			2.7		2.0													(34.633000000000003, 137.09999999999999)
4843	12163	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	ISSHIKI	34.8	137.033	85.0	89.0			1.5		2.0													(34.799999999999997, 137.03299999999999)
4844	12164	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	KATAHARACHONISHIURA	34.783	137.183	85.0	87.0					1.0													(34.783000000000001, 137.18299999999999)
4845	12165	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	MOROZAKI	34.7	136.983	85.0	79.0			0.5		2.0													(34.700000000000003, 136.983)
4846	12166	1756.0	1944.0	12.0	7.0		JAPAN	AICHI	NAGOYA	35.083	136.88299999999998	85.0	122.0			1.5		2.0													(35.082999999999998, 136.88299999999998)
4847	12167	1756.0	1944.0	12.0	7.0		JAPAN	EHIME	UWAJIMA	33.233000000000004	132.55	85.0	430.0			0.03		2.0													(33.233000000000004, 132.55000000000001)
4848	12168	1756.0	1944.0	12.0	7.0		JAPAN	KOCHI	MUROTOMISAKI (MUROTO CITY)	33.233000000000004	134.183	85.0	283.0			0.8		1.0													(33.233000000000004, 134.18299999999999)
4849	12169	1756.0	1944.0	12.0	7.0		JAPAN	KOCHI	TOSA-SHIMIZU	32.7792	132.9589	85.0	408.0			0.4		2.0													(32.779200000000003, 132.9589)
4850	12170	1756.0	1944.0	12.0	7.0		JAPAN	MIE	ATASHIKA	33.917	136.15	85.0	88.0			6.0		1.0													(33.917000000000002, 136.15000000000001)
4851	12171	1756.0	1944.0	12.0	7.0		JAPAN	MIE	FURUE	33.967	136.2	85.0	83.0			2.7		1.0													(33.966999999999999, 136.19999999999999)
4852	12172	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HADASU	33.9	136.15	85.0	88.0			3.6		1.0													(33.899999999999999, 136.15000000000001)
4853	12173	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HAIDA	34.0	136.267	85.0	77.0			5.3		1.0													(34.0, 136.267)
4854	12174	1756.0	1944.0	12.0	7.0		JAPAN	MIE	HASHIMA	33.933	136.15	85.0	88.0			5.0		1.0													(33.933, 136.15000000000001)
4855	12176	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KAJIKA	33.967	136.217	85.0	82.0			4.5		1.0													(33.966999999999999, 136.21700000000001)
4856	12177	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KATA	33.967	136.2	85.0	83.0			9.0		1.0													(33.966999999999999, 136.19999999999999)
4857	12178	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KINOMOTO	33.883	136.1	85.0	93.0			2.0		1.0													(33.883000000000003, 136.09999999999999)
4858	12179	1756.0	1944.0	12.0	7.0		JAPAN	MIYAGI	KODOMARI	33.883	136.13299999999998	85.0	90.0			4.2		1.0													(33.883000000000003, 136.13299999999998)
4859	12180	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KOMUKAI	33.933	136.183	85.0	85.0			6.0		1.0													(33.933, 136.18299999999999)
4860	12181	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KOU	34.333	136.88299999999998	85.0	42.0			3.0		1.0													(34.332999999999998, 136.88299999999998)
4861	12182	1756.0	1944.0	12.0	7.0		JAPAN	MIE	KOWAKI	34.0	136.233	85.0	80.0			3.3		1.0													(34.0, 136.233)
